SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2026-01-01,1,25107,A,29668,23625,3978,6417,0,22267,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513,2026-01-01 00:00:00
2026-01-01,3,25355,A,30681,23805,4081,6417,0,22267,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514,2026-01-01 01:00:00
2026-01-01,5,24111,A,29092,22653,4171,6417,0,22267,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513,2026-01-01 02:00:00
2026-01-01,7,22745,A,27909,21334,4219,6417,0,22267,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514,2026-01-01 03:00:00
2026-01-01,9,21715,A,27508,20229,4267,6417,0,22267,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514,2026-01-01 04:00:00
2026-01-01,11,21099,A,27198,19657,4297,6417,0,22267,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514,2026-01-01 05:00:00
2026-01-01,13,21525,A,27110,20093,4318,6417,0,22267,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514,2026-01-01 06:00:00
2026-01-01,15,22674,A,27214,21229,4230,6417,0,22267,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513,2026-01-01 07:00:00
2026-01-01,17,24036,A,27423,22496,4125,6417,2,22267,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513,2026-01-01 08:00:00
2026-01-01,19,25425,A,28493,23709,4035,6417,933,22267,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514,2026-01-01 09:00:00
2026-01-01,21,26752,A,29799,24864,3976,6417,2380,22267,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513,2026-01-01 10:00:00
2026-01-01,23,27178,A,30214,25172,4114,6417,3342,22267,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514,2026-01-01 11:00:00
2026-01-01,25,28878,A,31595,26716,4270,6417,3183,22267,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514,2026-01-01 12:00:00
2026-01-01,27,29551,A,32281,27378,4478,6417,2338,22267,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513,2026-01-01 13:00:00
2026-01-01,29,30357,A,32488,28131,4549,6417,1435,22267,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514,2026-01-01 14:00:00
2026-01-01,31,31184,A,33295,28959,4518,6417,531,22267,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514,2026-01-01 15:00:00
2026-01-01,33,33178,A,35279,30580,4517,6417,0,22267,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513,2026-01-01 16:00:00
2026-01-01,35,35082,A,37181,32333,4530,6417,0,22267,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513,2026-01-01 17:00:00
2026-01-01,37,34342,A,36442,31848,4395,6417,0,22267,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514,2026-01-01 18:00:00
2026-01-01,39,33088,A,35200,30593,4347,6417,0,22267,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525,2026-01-01 19:00:00
2026-01-01,41,31002,A,33107,28581,4219,6417,0,22267,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514,2026-01-01 20:00:00
2026-01-01,43,29074,A,31181,26677,4166,6417,0,22267,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514,2026-01-01 21:00:00
2026-01-01,45,26740,A,28849,24560,4111,6417,0,22267,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514,2026-01-01 22:00:00
2026-01-01,47,24509,A,27429,22504,4086,6417,0,22267,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514,2026-01-01 23:00:00
2026-01-02,1,24638,A,27929,22657,4035,6417,0,22268,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514,2026-01-02 00:00:00
2026-01-02,3,24599,A,28450,22686,3953,6417,0,22268,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514,2026-01-02 01:00:00
2026-01-02,5,23737,A,27767,21917,3963,6417,0,22268,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514,2026-01-02 02:00:00
2026-01-02,7,22444,A,26684,20673,3983,6417,0,22268,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514,2026-01-02 03:00:00
2026-01-02,9,21842,A,25748,20085,3985,6417,0,22268,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514,2026-01-02 04:00:00
2026-01-02,11,21838,A,25433,20147,3962,6417,0,22268,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514,2026-01-02 05:00:00
2026-01-02,13,24117,A,26322,22279,3921,6417,0,22268,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514,2026-01-02 06:00:00
2026-01-02,15,27068,A,28952,24972,3931,6417,0,22268,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502,2026-01-02 07:00:00
2026-01-02,17,30119,A,31943,28035,3776,6417,3,22268,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514,2026-01-02 08:00:00
2026-01-02,19,32608,A,34586,30213,3523,6417,1539,22268,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514,2026-01-02 09:00:00
2026-01-02,21,32207,A,34255,29653,3372,6417,4697,22268,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514,2026-01-02 10:00:00
2026-01-02,23,31535,A,33319,28797,3169,6417,6769,22268,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482,2026-01-02 11:00:00
2026-01-02,25,31434,A,33214,28469,3118,6417,7199,22268,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514,2026-01-02 12:00:00
2026-01-02,27,31849,A,33565,28878,3007,6417,6276,22268,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496,2026-01-02 13:00:00
2026-01-02,29,32785,A,34478,29702,2922,6417,4190,22268,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435,2026-01-02 14:00:00
2026-01-02,31,35840,A,37685,32707,2745,6417,1050,22268,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363,2026-01-02 15:00:00
2026-01-02,33,38278,A,40285,35140,2757,6417,0,22268,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420,2026-01-02 16:00:00
2026-01-02,35,41154,A,43251,37783,2867,6417,0,22268,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514,2026-01-02 17:00:00
2026-01-02,37,40524,A,42621,37439,2992,6417,0,22268,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514,2026-01-02 18:00:00
2026-01-02,39,38839,A,40938,35980,3087,6417,0,22268,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514,2026-01-02 19:00:00
2026-01-02,41,36462,A,38565,33788,3245,6417,0,22268,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514,2026-01-02 20:00:00
2026-01-02,43,33661,A,35743,31251,3407,6417,0,22268,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514,2026-01-02 21:00:00
2026-01-02,45,30540,A,32619,28412,3502,6417,0,22268,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508,2026-01-02 22:00:00
2026-01-02,47,27671,A,29897,25644,3634,6417,0,22268,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505,2026-01-02 23:00:00
2026-01-03,1,26819,A,28862,24824,3770,6417,0,22268,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514,2026-01-03 00:00:00
2026-01-03,3,26780,A,29224,24982,3832,6417,0,22268,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514,2026-01-03 01:00:00
2026-01-03,5,25281,A,28467,23659,3906,6417,0,22268,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514,2026-01-03 02:00:00
2026-01-03,7,24408,A,27612,22906,3949,6417,0,22268,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513,2026-01-03 03:00:00
2026-01-03,9,23469,A,26605,21998,3990,6417,0,22268,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514,2026-01-03 04:00:00
2026-01-03,11,22843,A,25766,21353,3979,6417,0,22268,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514,2026-01-03 05:00:00
2026-01-03,13,23925,A,26272,22384,3926,6417,0,22268,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514,2026-01-03 06:00:00
2026-01-03,15,25980,A,27426,24216,3866,6417,0,22268,0,74,4321,304,398,301,-258,0,119,665,319,75,-514,2026-01-03 07:00:00
2026-01-03,17,28864,A,30188,26812,3800,6417,5,22268,0,11,3944,441,324,425,-199,0,412,874,335,157,-514,2026-01-03 08:00:00
2026-01-03,19,31412,A,33037,28964,3632,6417,1626,22268,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514,2026-01-03 09:00:00
2026-01-03,21,31461,A,33153,28766,3443,6417,4899,22268,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514,2026-01-03 10:00:00
2026-01-03,23,30820,A,32613,28022,3383,6417,6930,22268,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514,2026-01-03 11:00:00
2026-01-03,25,30482,A,32285,27729,3448,6417,7162,22268,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513,2026-01-03 12:00:00
2026-01-03,27,30629,A,32445,28095,3525,6417,6567,22268,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513,2026-01-03 13:00:00
2026-01-03,29,31538,A,33417,28909,3427,6417,4433,22268,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514,2026-01-03 14:00:00
2026-01-03,31,34509,A,36561,31626,3317,6417,1199,22268,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513,2026-01-03 15:00:00
2026-01-03,33,37413,A,39522,34200,3244,6417,0,22268,0,14,3941,1060,501,792,-450,-531,843,1080,596,889,-514,2026-01-03 16:00:00
2026-01-03,35,40635,A,42736,37357,3265,6417,0,22268,0,6,4130,1337,691,1040,-450,-531,864,1238,626,1220,-514,2026-01-03 17:00:00
2026-01-03,37,40315,A,42418,37057,3249,6417,0,22268,0,8,4015,1152,831,1059,-450,-531,744,1382,796,1333,-514,2026-01-03 18:00:00
2026-01-03,39,38560,A,40671,35425,3207,6417,0,22268,0,17,4022,1222,713,1054,-450,-531,644,1397,597,1369,-513,2026-01-03 19:00:00
2026-01-03,41,36426,A,38538,33478,3196,6417,0,22268,0,17,3960,769,507,1008,-450,-531,920,1397,488,1307,-514,2026-01-03 20:00:00
2026-01-03,43,34174,A,36285,31348,3160,6417,0,22268,0,15,4000,835,401,862,-450,-531,839,1397,568,1276,-515,2026-01-03 21:00:00
2026-01-03,45,31861,A,33975,29264,3126,6417,0,22268,0,19,3948,967,414,891,-450,-531,592,1397,525,1240,-514,2026-01-03 22:00:00
2026-01-03,47,28647,A,30792,26212,3083,6417,0,22268,0,50,4024,887,434,884,-450,-531,418,1079,439,705,-514,2026-01-03 23:00:00
2026-01-04,1,27899,A,30100,25502,3082,6417,0,22268,0,287,3798,808,302,820,-438,-362,318,973,408,751,-514,2026-01-04 00:00:00
2026-01-04,3,28415,A,30906,26140,2936,6417,0,22268,0,469,3942,827,393,787,-437,-471,444,976,397,826,-514,2026-01-04 01:00:00
2026-01-04,5,27136,A,29655,24853,2854,6417,0,22268,0,528,3989,1043,419,712,-451,-426,476,965,397,797,-514,2026-01-04 02:00:00
2026-01-04,7,26338,A,28884,24128,2751,6417,0,22268,0,562,3935,1090,365,763,-451,-420,506,982,348,608,-513,2026-01-04 03:00:00
2026-01-04,9,25302,A,28088,23099,2746,6417,0,22268,0,878,4090,875,399,709,-451,-344,522,843,382,420,-513,2026-01-04 04:00:00
2026-01-04,11,25008,A,27568,22712,2699,6417,0,22268,0,879,4149,653,420,443,-451,-117,476,768,423,365,-513,2026-01-04 05:00:00
2026-01-04,13,25496,A,27502,23251,2590,6417,0,22268,0,305,4135,465,303,451,-436,-151,302,833,306,355,-514,2026-01-04 06:00:00
2026-01-04,15,27262,A,29396,24824,2448,6417,0,22268,0,277,3888,301,91,2,-450,-293,382,439,173,89,-514,2026-01-04 07:00:00
2026-01-04,17,29561,A,31476,26832,2448,6417,6,22268,0,12,3676,573,197,140,-450,-339,283,769,294,43,-514,2026-01-04 08:00:00
2026-01-04,19,32574,A,34595,29649,2238,6417,1629,22268,0,8,3496,1211,726,772,-450,-449,623,1216,813,406,-514,2026-01-04 09:00:00
2026-01-04,21,33028,A,35128,29876,1978,6417,4897,22268,0,5,3273,1375,863,1015,-450,-531,785,982,776,646,-514,2026-01-04 10:00:00
2026-01-04,23,32905,A,35005,29636,1781,6417,6721,22268,0,5,3149,1377,795,1046,-450,-531,562,801,688,680,-514,2026-01-04 11:00:00
2026-01-04,25,34083,A,36183,30631,1830,6417,6923,22268,0,5,3177,1482,980,1046,-450,-531,910,823,892,771,-514,2026-01-04 12:00:00
2026-01-04,27,34673,A,36773,31170,1677,6417,5862,22268,0,5,3128,1476,923,902,-450,-531,857,481,901,536,-514,2026-01-04 13:00:00
2026-01-04,29,35725,A,37825,32131,1591,6417,3739,22268,0,5,3012,1129,649,296,-450,-531,333,50,745,372,-514,2026-01-04 14:00:00
2026-01-04,31,38169,A,40399,34646,1665,6417,1060,22268,0,9,2996,677,243,113,-450,-531,-81,-3,692,-42,-514,2026-01-04 15:00:00
2026-01-04,33,41181,A,43289,37259,1787,6417,0,22268,0,12,2984,638,203,234,-450,-531,56,38,367,-1,-514,2026-01-04 16:00:00
2026-01-04,35,43213,A,45316,39252,1868,6417,0,22268,0,8,2625,517,221,183,-450,-531,204,289,291,41,-514,2026-01-04 17:00:00
2026-01-04,37,42781,A,44880,38983,1859,6417,0,22268,0,4,2774,435,181,150,-450,-531,84,397,273,0,-514,2026-01-04 18:00:00
2026-01-04,39,40613,A,42728,36982,1874,6417,0,22268,0,11,3083,231,0,103,-450,-531,-9,442,83,338,-514,2026-01-04 19:00:00
2026-01-04,41,38942,A,41301,35438,1887,6417,0,22268,0,12,2989,198,-38,102,-450,-531,-125,43,-89,406,-514,2026-01-04 20:00:00
2026-01-04,43,35837,A,38885,32579,1913,6417,0,22268,0,12,3174,-68,-400,2,-450,-531,-276,-4,-193,393,-514,2026-01-04 21:00:00
2026-01-04,45,32813,A,36952,29958,1874,6417,0,22268,0,11,3371,-283,-538,-248,-450,-471,-272,-4,-342,-406,-514,2026-01-04 22:00:00
2026-01-04,47,29311,A,33890,26633,1786,6417,0,22268,0,586,3628,-663,-372,-482,-380,-177,-268,12,-24,-515,-512,2026-01-04 23:00:00
2026-01-05,1,28743,A,33869,26241,1806,6417,0,22271,0,1216,3533,-758,-221,-535,-422,-187,-236,152,70,-438,-513,2026-01-05 00:00:00
2026-01-05,3,28993,A,34138,26481,1836,6417,0,22271,0,1210,3782,-794,-202,-486,-451,-218,-252,111,30,-418,-514,2026-01-05 01:00:00
2026-01-05,5,28164,A,33531,25664,1820,6417,0,22271,0,1191,3679,-830,-449,-544,-451,-283,-143,7,39,-362,-514,2026-01-05 02:00:00
2026-01-05,7,27386,A,32891,24914,1770,6417,0,22271,0,1183,3511,-909,-338,-573,-451,-265,-122,-4,37,-546,-514,2026-01-05 03:00:00
2026-01-05,9,26844,A,33442,24319,1805,6417,0,22271,0,1171,3619,-1072,-623,-636,-451,-185,-120,-371,-368,-487,-514,2026-01-05 04:00:00
2026-01-05,11,27166,A,35504,24639,1807,6417,0,22271,0,586,3699,-1126,-1003,-573,-303,-80,-883,-829,-922,-1037,-396,2026-01-05 05:00:00
2026-01-05,13,30797,A,37367,27979,1846,6417,0,22271,0,18,4160,-867,-1027,-493,-99,0,-294,-904,-801,-1068,-399,2026-01-05 06:00:00
2026-01-05,15,36112,A,41459,32660,1780,6417,0,22271,0,18,3776,-379,-936,-107,-257,0,-168,-519,-868,-1051,-444,2026-01-05 07:00:00
2026-01-05,17,40380,A,43608,36476,1769,6417,1,22271,0,14,3171,-215,-435,-2,-437,-62,-75,-67,-255,-553,-513,2026-01-05 08:00:00
2026-01-05,19,42771,A,45768,38710,1685,6417,1193,22271,0,14,3087,-158,-107,-99,-430,-364,-3,99,105,-708,-514,2026-01-05 09:00:00
2026-01-05,21,42138,A,45955,37983,1560,6417,4330,22271,0,11,2622,-250,-717,135,-451,-393,110,240,8,-881,-514,2026-01-05 10:00:00
2026-01-05,23,40757,A,44941,36808,1460,6417,6464,22271,0,13,1640,298,-963,2,-450,-405,-211,176,164,-1028,-514,2026-01-05 11:00:00
2026-01-05,25,40672,A,44760,36526,1375,6417,7380,22271,0,13,1273,-256,-935,0,-451,-388,230,14,10,-931,-514,2026-01-05 12:00:00
2026-01-05,27,40721,A,45149,36646,1361,6417,6736,22271,0,13,1298,215,-830,-546,-451,-461,344,-4,282,-1009,-514,2026-01-05 13:00:00
2026-01-05,29,40698,A,45102,36609,1397,6417,4781,22271,0,13,1259,142,-919,-475,-451,-365,197,-4,182,-1063,-514,2026-01-05 14:00:00
2026-01-05,31,41732,A,45497,37555,1415,6417,1359,22271,0,12,1524,117,-16,-855,-450,-221,-27,400,10,-1089,-495,2026-01-05 15:00:00
2026-01-05,33,44967,A,47547,40568,1503,6417,0,22271,0,1,1937,115,-1,94,-450,-233,220,850,0,-781,-514,2026-01-05 16:00:00
2026-01-05,35,47382,A,50101,42669,1596,6417,0,22271,0,0,2271,9,-4,204,-446,-508,616,1299,0,-647,-514,2026-01-05 17:00:00
2026-01-05,37,46507,A,49769,42046,1599,6417,0,22271,0,0,2695,452,67,-102,-451,-531,200,1271,0,-1064,-514,2026-01-05 18:00:00
2026-01-05,39,45244,A,48449,40884,1555,6417,0,22271,0,0,2792,197,278,-2,-450,-531,-15,1146,46,-1093,-514,2026-01-05 19:00:00
2026-01-05,41,42288,A,44358,38190,1481,6417,0,22271,0,13,2098,500,578,0,-450,-493,289,748,305,1,-514,2026-01-05 20:00:00
2026-01-05,43,40318,A,42428,36389,1411,6417,0,22271,0,15,2247,195,304,196,-450,-531,529,299,224,326,-514,2026-01-05 21:00:00
2026-01-05,45,35424,A,39329,31919,1397,6417,0,22271,0,17,1801,-286,-80,-428,-450,-531,71,23,-64,-935,-514,2026-01-05 22:00:00
2026-01-05,47,31773,A,37324,28596,1306,6417,0,22271,0,544,1140,-679,-715,-402,-441,-498,-288,-6,-7,-857,-514,2026-01-05 23:00:00
2026-01-06,1,31394,A,36493,28419,1254,6417,0,22274,0,942,626,-674,-211,-447,-361,-403,-254,-6,35,-663,-538,2026-01-06 00:00:00
2026-01-06,3,31232,A,37161,28429,1231,6417,0,22274,0,1384,677,-530,-641,-484,-361,-316,-445,-6,14,-648,-514,2026-01-06 01:00:00
2026-01-06,5,30158,A,35377,27371,1152,6417,0,22274,0,838,358,-600,-478,-498,-361,-166,-477,-7,-46,-634,-514,2026-01-06 02:00:00
2026-01-06,7,29441,A,34857,26750,1102,6417,0,22274,0,553,366,-614,-660,-579,-330,-33,-502,-173,-94,-764,-514,2026-01-06 03:00:00
2026-01-06,9,28829,A,35832,26059,1050,6417,0,22274,0,1162,532,-695,-710,-734,-295,-14,-844,-603,-360,-619,-367,2026-01-06 04:00:00
2026-01-06,11,29041,A,36754,26280,1019,6417,0,22274,0,980,1400,-994,-807,-789,-83,-22,-558,-1069,-573,-974,-264,2026-01-06 05:00:00
2026-01-06,13,32404,A,38051,29447,1032,6417,0,22274,0,144,2045,-1028,-976,-112,68,-2,-351,-1367,-691,-376,27,2026-01-06 06:00:00
2026-01-06,15,37991,A,40476,34725,1039,6417,0,22274,0,7,2406,-153,-247,-209,18,0,60,-971,29,-236,-62,2026-01-06 07:00:00
2026-01-06,17,41482,A,43150,37862,1131,6417,5,22274,0,0,2988,-26,-337,322,0,0,208,-506,32,237,-199,2026-01-06 08:00:00
2026-01-06,19,43688,A,45092,39825,1266,6417,1029,22274,0,13,3035,127,-265,806,-64,-26,652,-51,176,268,-385,2026-01-06 09:00:00
2026-01-06,21,42957,A,44571,39118,1365,6417,2228,22274,0,15,2918,64,-230,839,-253,0,511,-4,83,245,-512,2026-01-06 10:00:00
2026-01-06,23,41764,A,43411,37987,1391,6417,3288,22274,0,17,2573,-77,-18,764,-359,26,124,-4,52,-126,-446,2026-01-06 11:00:00
2026-01-06,25,42223,A,43343,38573,1545,6417,3356,22274,0,13,3796,-15,101,339,-200,-145,201,-4,50,134,-143,2026-01-06 12:00:00
2026-01-06,27,42188,A,43721,38450,1786,6417,2727,22274,0,14,3762,-1,-35,353,-431,-324,283,-128,43,548,132,2026-01-06 13:00:00
2026-01-06,29,41930,A,43688,38375,2017,6417,1648,22274,0,11,3851,-45,-10,140,-450,-327,130,-315,12,202,69,2026-01-06 14:00:00
2026-01-06,31,42458,A,44453,39020,2336,6417,488,22274,0,11,4066,-215,-5,-233,-450,-120,75,-361,11,609,157,2026-01-06 15:00:00
2026-01-06,33,44203,A,45919,40492,2642,6417,0,22274,0,12,4299,-293,-259,-112,-303,0,343,-41,-96,818,200,2026-01-06 16:00:00
2026-01-06,35,45444,A,47861,41627,3056,6417,0,22274,0,321,4150,-446,-335,414,-216,-108,265,-7,-384,664,147,2026-01-06 17:00:00
2026-01-06,37,44580,A,47360,40902,3204,6417,0,22274,0,327,4315,-827,-460,589,-81,54,263,-17,-400,269,-68,2026-01-06 18:00:00
2026-01-06,39,42473,A,46397,39053,3442,6417,0,22274,0,322,4480,-965,-689,814,-166,0,-45,-372,-400,412,-365,2026-01-06 19:00:00
2026-01-06,41,39798,A,43941,36556,3479,6417,0,22274,0,321,4317,-1404,-703,787,-155,0,170,-46,-606,-127,-181,2026-01-06 20:00:00
2026-01-06,43,37213,A,40560,34028,3673,6417,0,22274,0,318,4550,-1188,-612,915,9,0,-152,-4,-310,-163,35,2026-01-06 21:00:00
2026-01-06,45,32931,A,36224,30098,3840,6417,0,22274,0,318,4404,-939,-748,842,0,0,-329,-8,-139,-212,146,2026-01-06 22:00:00
2026-01-06,47,28472,A,31773,26157,3891,6417,0,22274,0,1424,3807,-558,-163,112,-56,0,-258,397,-123,-51,-68,2026-01-06 23:00:00
2026-01-07,1,27936,A,30653,25744,3854,6417,0,22297,0,1553,3402,3,-178,308,0,0,-55,730,-122,-1,-208,2026-01-07 00:00:00
2026-01-07,3,28287,A,31070,26290,3958,6417,0,22297,0,1549,3710,77,-123,344,-31,0,-172,701,-60,55,-248,2026-01-07 01:00:00
2026-01-07,5,26863,A,29589,25075,4023,6417,0,22297,0,1526,3820,300,-113,262,-117,0,-20,846,17,42,-350,2026-01-07 02:00:00
2026-01-07,7,26463,A,29508,24722,4015,6417,0,22297,0,1452,3820,275,-195,488,-138,0,-54,462,-92,166,-514,2026-01-07 03:00:00
2026-01-07,9,25526,A,29053,23856,3976,6417,0,22297,0,1505,3847,-189,-301,418,-171,0,-154,73,-136,410,-471,2026-01-07 04:00:00
2026-01-07,11,25934,A,29690,24109,4041,6417,0,22297,0,1060,4050,-564,-593,278,-29,0,-457,290,-250,345,-203,2026-01-07 05:00:00
2026-01-07,13,28777,A,33863,26781,4146,6417,0,22297,0,999,3794,-1172,-896,535,-188,-68,-243,29,-497,241,-423,2026-01-07 06:00:00
2026-01-07,15,35353,A,39201,32794,4010,6417,0,22297,0,73,3478,-265,-601,807,-301,-372,-391,-411,-323,193,-511,2026-01-07 07:00:00
2026-01-07,17,38770,A,42195,35733,3931,6417,7,22297,0,209,3497,57,-483,698,-451,-531,-261,-51,-325,344,-514,2026-01-07 08:00:00
2026-01-07,19,40454,A,42757,37189,3692,6417,1437,22297,0,15,4122,-26,-166,723,-451,-531,7,138,51,611,-514,2026-01-07 09:00:00
2026-01-07,21,39425,A,42307,35963,3561,6417,3200,22297,0,14,3649,-100,-156,411,-451,-531,-480,210,-36,680,-514,2026-01-07 10:00:00
2026-01-07,23,37658,A,40955,34086,3501,6417,5297,22297,0,9,2861,-666,-316,807,-451,-531,79,253,-210,859,-514,2026-01-07 11:00:00
2026-01-07,25,37149,A,40030,33522,3364,6417,5691,22297,0,9,1954,-230,-200,696,-451,-531,40,434,-346,1114,-514,2026-01-07 12:00:00
2026-01-07,27,37520,A,40107,33795,3132,6417,5038,22297,0,145,520,-59,-137,919,-451,-531,32,524,-150,1007,-514,2026-01-07 13:00:00
2026-01-07,29,38343,A,41116,34445,2853,6417,3262,22297,0,164,-261,-192,-126,687,-451,-531,86,844,-195,831,-514,2026-01-07 14:00:00
2026-01-07,31,40148,A,43013,36194,2546,6417,982,22297,0,165,-266,-402,-202,1046,-451,-531,331,1282,241,977,-514,2026-01-07 15:00:00
2026-01-07,33,43138,A,45242,38964,2290,6417,1,22297,0,8,-179,250,38,1043,-451,-531,965,1390,194,824,-514,2026-01-07 16:00:00
2026-01-07,35,45035,A,47089,40611,2007,6417,0,22297,0,8,116,459,-9,1068,-451,-472,816,1397,21,924,-514,2026-01-07 17:00:00
2026-01-07,37,45238,A,47251,40782,1760,6417,0,22297,0,7,153,804,137,1066,-448,-444,967,1398,190,1332,-514,2026-01-07 18:00:00
2026-01-07,39,44047,A,46054,39807,1516,6417,0,22297,0,10,301,1264,532,1063,-446,-437,922,1397,246,1417,-514,2026-01-07 19:00:00
2026-01-07,41,41660,A,43498,37676,1286,6417,0,22297,0,9,-396,908,418,1018,-452,-263,852,1398,108,1425,-514,2026-01-07 20:00:00
2026-01-07,43,37773,A,40081,33982,1154,6417,0,22297,0,14,-294,133,-356,945,-451,-345,737,1397,-28,1401,-514,2026-01-07 21:00:00
2026-01-07,45,34433,A,36747,30968,1053,6417,0,22297,0,13,-223,-222,-390,926,-451,-152,372,1397,19,1321,-486,2026-01-07 22:00:00
2026-01-07,47,31312,A,33321,28141,990,6417,0,22297,0,413,-849,170,195,807,-451,-65,182,994,492,657,-480,2026-01-07 23:00:00
2026-01-08,1,30015,A,32475,26888,938,6417,0,22301,0,594,-931,1029,483,842,-385,-367,360,736,556,835,-514,2026-01-08 00:00:00
2026-01-08,3,30315,A,32885,27374,860,6417,0,22301,0,593,-714,934,666,803,-332,-531,286,724,685,774,-514,2026-01-08 01:00:00
2026-01-08,5,29062,A,31886,26226,842,6417,0,22301,0,848,-621,1172,890,720,-331,-531,270,643,826,514,-514,2026-01-08 02:00:00
2026-01-08,7,27894,A,30710,25160,837,6417,0,22301,0,839,-477,1429,868,446,-332,-531,292,766,843,31,-514,2026-01-08 03:00:00
2026-01-08,9,26838,A,29459,24232,812,6417,0,22301,0,420,-297,1298,918,2,-332,-531,-114,660,831,-110,-514,2026-01-08 04:00:00
2026-01-08,11,27356,A,29827,24636,796,6417,0,22301,0,72,138,332,80,-110,-398,-531,15,243,476,-234,-526,2026-01-08 05:00:00
2026-01-08,13,30769,A,34434,27810,717,6417,0,22301,0,19,295,88,233,-581,-452,-401,-444,65,403,-655,-513,2026-01-08 06:00:00
2026-01-08,15,36830,A,39691,33290,647,6417,0,22301,0,20,717,818,636,-121,-436,-500,-152,453,500,-518,-514,2026-01-08 07:00:00
2026-01-08,17,39752,A,42402,35894,593,6417,1,22301,0,14,603,1213,899,101,-429,-531,328,902,900,-562,-514,2026-01-08 08:00:00
